id,key,value,type
1552140883,name,Dattatraya Nagara Temple,regular
1552140883,highway,bus_stop,regular
1552140883,kn,\xe0\xb2\xa6\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb2\xbe\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb3\x87\xe0\xb2\xaf \xe0\xb2\xa8\xe0\xb2\x97\xe0\xb2\xb0 \xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xb5\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa5\xe0\xb2\xbe\xe0\xb2\xa8,name
1552140883,local_ref,HOSAKEREHALLI,regular
1553688433,name,Samskrita Bharati,regular
1553688433,building,office,regular
1553688433,postcode,560085,addr
1553688433,housename,Aksharam,addr
1554171872,name,Jai Maruthi Nagara,regular
1554171872,highway,bus_stop,regular
1554171872,local_ref,NANDINI LAYOUT,regular
1554187112,name,ABB Corporate Research Center,regular
1554187112,landuse,commercial,regular
1555746992,barrier,gate,regular
1555896787,name,Analog Devices Inc.,regular
1555896787,office,company,regular
1555898283,name,Thomson Reuters,regular
1555898283,office,company,regular
1555898785,name,Ernst & Young,regular
1555898785,building,yes,regular
1555898785,street,Old Madras Road,addr
1555898785,postcode,560016,addr
1555898785,housename,Tower C,addr
1555898785,housenumber,RMZ Infinity,addr
1555901640,name,Technologia,regular
1555901640,office,company,regular
1556907460,housenumber,132,addr
1556907480,name,COMED - K,regular
1556907480,source,Survey,regular
1556907480,building,office,regular
1557101016,barrier,gate,regular
1557118559,name,Sakammana Badavane,regular
1557118559,highway,bus_stop,regular
1557118559,local_ref,NANDINI LAYOUT,regular
1557123926,name,GE India,regular
1557123926,landuse,commercial,regular
1557141963,name,Hegganahalli Cross,regular
1557141963,highway,bus_stop,regular
1557141963,local_ref,HEGGANA HALLI,regular
1557141969,name,Hegganahalli,regular
1557141969,highway,bus_stop,regular
1557141969,local_ref,HEGGANA HALLI,regular
1557169959,name,Neelagiri Thopu,regular
1557169959,highway,bus_stop,regular
1557169959,local_ref,SUNKADA KATTE,regular
1557176710,name,Kebbala,regular
1557176710,highway,bus_stop,regular
1557176710,local_ref,SUNKADA KATTE,regular
1557198926,name,Trigent Software,regular
1557198926,office,it,regular
1557199986,name,Karnataka Udyog Mitra,regular
1557199986,landuse,commercial,regular
1557199986,kn,\xe0\xb2\x95\xe0\xb2\xb0\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb2\xbe\xe0\xb2\x9f\xe0\xb2\x95 \xe0\xb2\x89\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb3\x8b\xe0\xb2\x97 \xe0\xb2\xae\xe0\xb2\xbf\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb0,name
1557291071,amenity,parking,regular
1557291133,name,Shoolay Circle,regular
1557291133,highway,bus_stop,regular
1557291133,kn,\xe0\xb2\xb6\xe0\xb3\x82\xe0\xb2\xb2\xe0\xb3\x86 \xe0\xb2\xb5\xe0\xb3\x83\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4,name
1557291145,name,"b""Ret. Rev. Monsignor Dsouza Circle""",regular
1557291145,highway,traffic_signals,regular
1557291145,alt_name,"b""Dsouza Circle""",regular
1557291145,junction,yes,regular
1557409984,name,Kareem Sab Layout,regular
1557409984,highway,bus_stop,regular
1557409984,local_ref,SHRI GUNDANAGARA HEGGANAHALLI,regular
1557441501,name,MEI Colony,regular
1557441501,highway,bus_stop,regular
1557441501,kn,\xe0\xb2\x8e\xe0\xb2\x82\xe0\xb2\x87\xe0\xb2\x90 \xe0\xb2\x95\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb3\x8b\xe0\xb2\xa8\xe0\xb2\xbf,name
1557712950,amenity,bicycle_rental,regular
1559233299,name,Rajkumar Samadhi,regular
1559233299,highway,bus_stop,regular
1559233299,local_ref,NANDINI LAYOUT 2ND BLOCK,regular
1559350748,crossing,traffic_signals,regular
1559350748,designation,Professor P Shivashankar Circle,regular
1559350748,highway,traffic_signals,regular
1560067666,name,Krantivira Sangolli Rayanna Railway Station,regular
1560067666,source,http://www.bmrc.co.in/English/Network.htm,regular
1560067666,kn,\xe0\xb2\xa8\xe0\xb2\x97\xe0\xb2\xb0 \xe0\xb2\xb0\xe0\xb3\x88\xe0\xb2\xb2\xe0\xb3\x81 \xe0\xb2\xa8\xe0\xb2\xbf\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xa6\xe0\xb2\xbe\xe0\xb2\xa3,name
1560067666,network,Namma Metro,regular
1560067666,railway,station,regular
1560067666,station,subway,regular
1560067666,operator,BMRCL,regular
1560067666,platforms,2,regular
1560168982,amenity,toilets,regular
1560210133,name,Alcon India,regular
1560210133,office,company,regular
1560212707,name,Universal Electronics,regular
1560212707,office,yes,regular
1560212707,kn,\xe0\xb2\xaf\xe0\xb3\x81\xe0\xb2\xa8\xe0\xb2\xbf\xe0\xb2\xb5\xe0\xb2\xb0\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb2\xb2\xe0\xb3\x8d \xe0\xb2\x8e\xe0\xb2\xb2\xe0\xb3\x86\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\x9f\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xbe\xe0\xb2\xa8\xe0\xb2\xbf\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb3\x8d,name
1560217572,name,Bangalore One,regular
1560217572,landuse,commercial,regular
1562366308,bus,yes,regular
1562366308,name,Lakshmidevi Nagara,regular
1562366308,highway,bus_stop,regular
1562366308,public_transport,stop_position,regular
1562366829,name,Lakshmidevi Nagara,regular
1562366829,highway,bus_stop,regular
1563683668,name,Times India Trade,regular
1563789423,name,Rajani Farm,regular
1563789423,highway,bus_stop,regular
1564615106,name,Rajagopalanagar Rajni Farms,regular
1564615106,highway,bus_stop,regular
1564615106,local_ref,PEENYA INDUSTRIAL AREA 2ND STAGE,regular
1564813961,name,HP,regular
1564813961,landuse,commercial,regular
1564814117,name,SAP Labs India,regular
1564814117,landuse,commercial,regular
1564814241,name,Sapient,regular
1564814241,landuse,commercial,regular
1565099078,name,Srirampura,regular
1565099078,kn,\xe0\xb2\xb6\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb3\x80\xe0\xb2\xb0\xe0\xb2\xbe\xe0\xb2\xae\xe0\xb2\xaa\xe0\xb3\x81\xe0\xb2\xb0,name
1565099078,network,Namma Metro,regular
1565099078,railway,station,regular
1565099078,station,subway,regular
1565099078,operator,BMRCL,regular
1565099078,wikidata,Q17100145,regular
1565099078,wikipedia,en:Srirampura metro station,regular
1565099078,wheelchair,no,regular
1565099087,name,Attiguppe,regular
1565099087,kn,\xe0\xb2\x85\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb2\xbf\xe0\xb2\x97\xe0\xb3\x81\xe0\xb2\xaa\xe0\xb3\x8d\xe0\xb2\xaa\xe0\xb3\x86 \xe0\xb2\xae\xe0\xb3\x86\xe0\xb2\x9f\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb3\x8,name
1565099087,network,Namma Metro,regular
1565099087,railway,station,regular
1565099087,station,subway,regular
1565099087,operator,BMRCL,regular
1565099087,platforms,2,regular
1565099088,name,Vijayanagar,regular
1565099088,kn,\xe0\xb2\xb5\xe0\xb2\xbf\xe0\xb2\x9c\xe0\xb2\xaf\xe0\xb2\xa8\xe0\xb2\x97\xe0\xb2\xb0,name
1565099088,network,Namma Metro,regular
1565099088,railway,station,regular
1565099088,station,subway,regular
1565099088,operator,BMRCL,regular
1565099088,platforms,2,regular
1565099091,name,Mahalaxmi,regular
1565099091,kn,\xe0\xb2\xae\xe0\xb2\xb9\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\xb7\xe0\xb3\x8d\xe0\xb2\xae\xe0\xb2\xbf,name
1565099091,network,Namma Metro,regular
1565099091,railway,station,regular
1565099091,station,subway,regular
1565099091,operator,BMRCL,regular
1565099095,name,Sandal Soap Factory,regular
1565099095,network,Namma Metro,regular
1565099095,railway,station,regular
1565099095,station,subway,regular
1565099095,operator,BMRCL,regular
1565099095,wikidata,Q17088478,regular
1565099095,wikipedia,en:Sandal Soap Factory,regular
1565099095,wheelchair,yes,regular
1565099104,name,R V Road,regular
1565099104,en,Rashtreeya Vidyalaya Road,name
1565099104,kn,\xe0\xb2\x86\xe0\xb2\xb0\xe0\xb3\x8d \xe0\xb2\xb5\xe0\xb2\xbf \xe0\xb2\xb0\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x86,name
1565099104,network,Namma Metro,regular
1565099104,railway,station,regular
1565099104,station,subway,regular
1565099104,operator,BMRCL,regular
1565099119,name,J P Nagar,regular
1565099119,network,Namma Metro,regular
1565099119,railway,station,regular
1565099119,station,subway,regular
1565099119,operator,BMRCL,regular
1565099120,name,Rajajinagar,regular
1565099120,kn,\xe0\xb2\xb0\xe0\xb2\xbe\xe0\xb2\x9c\xe0\xb2\xbe\xe0\xb2\x9c\xe0\xb2\xbf\xe0\xb2\xa8\xe0\xb2\x97\xe0\xb2\xb0,name
1565099120,network,Namma Metro,regular
1565099120,railway,station,regular
1565099120,station,subway,regular
1565099120,operator,BMRCL,regular
1565099120,wikidata,Q17085511,regular
1565099120,wikipedia,en:Rajajinagar metro station,regular
1565099120,wheelchair,yes,regular
1565099131,name,Jayanagar,regular
1565099131,kn,\xe0\xb2\x9c\xe0\xb2\xaf\xe0\xb2\xa8\xe0\xb2\x97\xe0\xb2\xb0,name
1565099131,network,Namma Metro,regular
1565099131,railway,station,regular
1565099131,station,subway,regular
1565099131,operator,BMRCL,regular
1565099143,name,"Sri Balagangadaranatha Swamy, Hosahalli",regular
1565099143,network,Namma Metro,regular
1565099143,railway,station,regular
1565099143,station,subway,regular
1565099143,operator,BMRCL,regular
1565099143,wikidata,Q23838583,regular
1565099143,platforms,2,regular
1565099143,wikipedia,en:Hosahalli metro station,regular
1565099154,name,Mahakavi Kuvempu Road,regular
1565099154,kn,\xe0\xb2\xae\xe0\xb2\xb9\xe0\xb2\xbe\xe0\xb2\x95\xe0\xb2\xb5\xe0\xb2\xbf \xe0\xb2\x95\xe0\xb3\x81\xe0\xb2\xb5\xe0\xb3\x86\xe0\xb2\x82\xe0\xb2\xaa\xe0\xb3\x81 \xe0\xb2\xb0\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x86,name
1565099154,network,Namma Metro,regular
1565099154,railway,station,regular
1565099154,station,subway,regular
1565099154,operator,BMRCL,regular
1565099154,wikidata,Q17068244,regular
1565099154,wikipedia,en:Kuvempu Road metro station,regular
1565099155,name,Jalahalli,regular
1565099155,kn,\xe0\xb2\x9c\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb2\xb9\xe0\xb2\xb3\xe0\xb3\x8d\xe0\xb2\xb3\xe0\xb2\xbf,name
1565099155,network,Namma Metro,regular
1565099155,railway,station,regular
1565099155,station,subway,regular
1565099155,operator,BMRCL,regular
1566824494,name,Gondavalekar Sadgur,regular
1566824494,amenity,place_of_worship,regular
1568753846,name,HOPCOMS,regular
1568753846,shop,greengrocer,regular
